slug	rank	id	score	name	rakuten_url	price	score_reason
rectangle-sleeping-bag	2	nuuca-sleep	-3	Nuuca ヌーカスリープ 封筒型 寝袋 ISO国際基準 -10℃ 北欧デザイン 丸洗い	https://item.rakuten.co.jp/nuuca/10000003/	3000	汎用語のみ-3
rectangle-sleeping-bag	3	nebukuron	-3	ねぶくろん 封筒型 寝袋 最大限界温度-15度 230T 1.8kg 撥水 洗える	https://item.rakuten.co.jp/artpiece/sd/	2230	汎用語のみ-3
rectangle-sleeping-bag	4	aiflycy-2nin	-3	AIFLYCY 封筒型 寝袋 オールシーズン 2人用 幅広 洗える 防水 3.5シーズン	https://item.rakuten.co.jp/luxim647/3sd01/	3780	汎用語のみ-3
rectangle-sleeping-bag	5	erabu-4type	-3	封筒型 寝袋 選べる4タイプ 最大限界温度-15/-5/5度 連結可能 撥水 洗える	https://item.rakuten.co.jp/weiwei/odsbps/	1750	汎用語のみ-3
screen-tarp	3	st-yoca-3m	-3	スクリーンタープ ワンタッチテント タープテント 3m×3m 遮光 遮熱 断熱 日よけ 日陰 ブラックコーティング シルバーコーティング UVカットク ール 涼しい 簡単設営 90秒設営 運動会 ファミリー 広々空間 フルメッシュ フルクローズ 虫対策 [180日間製品保証］	https://item.rakuten.co.jp/esports/9501310090063/	25980	汎用語のみ-3
screen-tarp	4	st-yoca-wide	-3	ワイドスクリーンタープ ワンタッチテント タープテント 4m×2.8m 遮光 遮熱 断熱 日除け 日陰 シルバーコーティング ブラックコーティング UVカットク ール COOL 涼しい 簡単設営 90秒設営 運動会 ファミリー 広々空間 フルメッシュ フルクローズ 虫対策[180日間製品保証］	https://item.rakuten.co.jp/esports/9501310090062/	19980	汎用語のみ-3
screen-tarp	5	st-yoca-25	-3	ワンタッチタープ 2.5m ワンタッチテント 遮光 遮熱 UVカット タープテント プール テント サイドシート ブラックコーティング シルバーコーティング 日よけ 設営60秒 簡単設営 3〜4人用 軽量 ファミリー 運動会 庭遊び サンシェード イベント バーベキュー ビーチ 日陰	https://item.rakuten.co.jp/esports/9501310090022/	10780	汎用語のみ-3
sierra-cup	2	sierra-3set	-3	シェラカップ 3個セット フック付き 計量メモリ付き アウトドア食器	https://item.rakuten.co.jp/alice-zk/od297/	1029	汎用語のみ-3
sleeping-bag-liner	3	liner-rank-3	-3	寝袋 インナーシュラフ 防災士監修 封筒型 フリース ブランケット シーツ ひざかけ 洗える	https://item.rakuten.co.jp/patri/ad196/	1599	汎用語のみ-3
sleeping-bag-liner	5	liner-rank-5	-3	インナーシュラフ 毛布 寝袋 インナー シュラフ ブランケット アウトドア 車中泊 洗える	https://item.rakuten.co.jp/weiwei/odsbfl/	1880	汎用語のみ-3
solar-lantern	1	aideall-solar-1800	-3	aideall 折りたたみソーラーランタン 1800ルーメン 5000mAh（ブラック）	https://item.rakuten.co.jp/aideall/s-yyd-rt101-bk/	2610	汎用語のみ-3
solar-lantern	2	solar-lantern-6000mah	-3	2WAY充電ソーラーランタン 6000mAh（無段階調光・スマホ給電対応）	https://item.rakuten.co.jp/mjmjstore/mj-solarlantern/	5280	汎用語のみ-3
solar-lantern	4	solar-lantern-12led	-3	LED ソーラーランタン 12灯（手回し充電・スタンドライト兼用）	https://item.rakuten.co.jp/utsunomiya/kkltn0321/	2829	汎用語のみ-3
solar-panel-folding	3	togopower-120	-3	TogoPower ソーラーパネル 120W 折りたたみ式 単結晶 ETFE 急速充電 スタンド付き	https://item.rakuten.co.jp/togopower/tps-120/	16800	汎用語のみ-3
solar-panel-folding	5	motteru-24w	-3	MOTTERU ソーラーパネル 24W USB2ポート 合計20W出力 スタンド付き 2年保証	https://item.rakuten.co.jp/motteru/mot-solar24/	8980	汎用語のみ-3
soup-jar-camp	5	sj-deandeluca-300	-3	DEAN&DELUCA スープポット 300ml ホワイト/グレー	https://item.rakuten.co.jp/deandeluca/dd0005/	2970	汎用語のみ-3
stylish-camp-tent	5	tent-s-rank-5	-3	ワンタッチテント フルクローズ 4人用 3人用 テント ワンタッチ ファミリー 公園 ドームテント おしゃれ ビーチテント 折りたたみ 簡易テント 簡単 軽量 uvカット キャンプ アウトドア レジャー バーベキュー ベランピング	https://item.rakuten.co.jp/kagulabo/lxt02-1/	7999	汎用語のみ-3
takibi-table	4	yoler-mesh	-3	YOLER 焚き火テーブル マルチスタンド メッシュ	https://item.rakuten.co.jp/yoler/yr-mt306/	3890	汎用語のみ-3
tc-tarp-takibi	4	goglamping-hengen-tc	-3	GOGlamping HENGEN+ スクエアタープTC 正方形タープ ポリコットン	https://item.rakuten.co.jp/goglamping/hengen/	8082	汎用語のみ-3
tc-tarp-takibi	5	unigear-hexa-tc	-3	Unigear ヘキサタープ TCポリコットン 320×290cm 延長ベルト付き	https://item.rakuten.co.jp/xinqianchao/rk0042/	6880	汎用語のみ-3
tent-waterproof-spray	1	saphir-super-water-repellent	-3	SAPHIR 超撥水スプレー 300ml 撥水効果3ヶ月 衣類 靴 バッグ アウトドア テント キャンプ用品	https://item.rakuten.co.jp/primeavenue/8810002000/	2970	汎用語のみ-3
tent-waterproof-spray	5	kaminaga-waterproof-spray-2set	-3	カミナガ防水スプレー 420ml×2本セット 送料無料 テント スキー スノボ 皮革製品	https://item.rakuten.co.jp/kurashikaiteki-shop/10000565/	2530	汎用語のみ-3
tent-wood-stove	2	honma-clock1-glass	-3	ホンマ製作所 時計1型 薪ストーブ ガラス窓付き	https://item.rakuten.co.jp/yamakishi/35773184/	8980	汎用語のみ-3
titanium-mug	5	tm-pykespeak-junchitan	-3	PYKES PEAK 純チタンマグ 日本製	https://item.rakuten.co.jp/pykespeak/p0135tm301/	1000	汎用語のみ-3
trekking-pole	2	hikinglife-carbon-pole	-3	HikingLife カーボン折りたたみトレッキングポール 2本セット レギュラーサイズ	https://item.rakuten.co.jp/hikinglife/hl-c-009/	8980	汎用語のみ-3
water-jug	2	wj-allegia	-3	【楽天1位】アレジア アイスコンテナ ジャグ アウトドア 真空 ボトル 1.8L 3.5L 氷 持ち運び 長時間 保冷 HOTも対応 ステンレス キャンプ 氷入れ AR-VICB ALLEGiA	https://item.rakuten.co.jp/a-and-r-shop/p0002340/	5980	汎用語のみ-3
water-jug	5	wj-livingut	-3	ウォータータンク 3タイプ 10L 12L 20L コック付き （ 水 タンク 防災グッズ ウォータージャグ 給水タンク 給水 ポリタンク 防災用品 アウトドア キャンプ 持ち運び ウォッシャブルタンク 水タンク 水缶 ）	https://item.rakuten.co.jp/livingut/228188/	2180	汎用語のみ-3
waterproof-backpack	2	tousen-daiyouryou	-3	tousen 登山リュック 40〜60L 大容量 防水 軽量 多機能 バックパック	https://item.rakuten.co.jp/tousenmizumoto/c-666-1/	3852	汎用語のみ-3
waterproof-backpack	5	mthappy-25l	-3	Mt.happy 防水リュック 25L ウォータープルーフバッグ 全8色	https://item.rakuten.co.jp/mthappy/0003-045/	2290	汎用語のみ-3
winter-camp-gloves	3	boukan-uragebana	-3	防寒手袋 スマホ対応 撥水 裏起毛 保温 防風 すべり止め 裏フリース	https://item.rakuten.co.jp/askrtech/fhst/	2050	汎用語のみ-3
winter-camp-gloves	4	silvabond-leather	-3	SILVABOND 山羊革 耐熱手袋 キャンプ グローブ 本革 耐熱3層構造 焚き火 BBQ 防寒兼用	https://item.rakuten.co.jp/silvabond/compass1743670513/	2680	汎用語のみ-3
winter-camp-guide	6	wg-elec-blanket	-3	電気毛布 ひざ掛け 30000mAhバッテリー付き 掛け着る両用 ヒーター7枚内蔵 3段階調温 USB/DC 丸洗い可	https://item.rakuten.co.jp/kirinkokusai/d02/	5980	汎用語のみ-3
winter-camp-guide	13	wg-co-checker	-3	一酸化炭素チェッカー キャンプ用（日本語音声・楽天ランキング1位モデル）	https://item.rakuten.co.jp/maxtop/ga0rcaa3al/	2384	汎用語のみ-3
winter-camp-tent	5	goglamping-gg-pup2	-3	GOGlamping G・G PUP 2.0 パップテントTC 1人用	https://item.rakuten.co.jp/goglamping/nmt1-341/	17982	汎用語のみ-3
camp-cutlery	1	cl-cesabeams-set	-5	cesa beams カトラリー＆食器セット	https://item.rakuten.co.jp/leangel-online/cj5-1000/	2998	セット品-2 汎用語のみ-3
camp-windscreen	5	windscreen-dreambrother-2set	-5	dream-brother 焚き火陣幕＋焚き火シート 2点セット	https://item.rakuten.co.jp/dream-brother/screen01-2set/	5980	セット品-2 汎用語のみ-3
forged-peg	5	peg-hammer-set	-5	鍛造ペグ 30cm 8本 ＋ ペグハンマー セット 木製ハンマー 発光テントロープ 収納袋付き	https://item.rakuten.co.jp/nda-style/10000013/	3490	セット品-2 汎用語のみ-3
