slug	rank	id	frozen	link_form	asin	amazon_url	card_name	brand	maker_model	card_price	static_flags	amazon_title	amazon_price	amazon_stock	verdict	price_gap	seller_type	checked_at	judged_task	note
jackery-power-station	5	jackery-solar-500	1	amazonUrl	B0FBRLJBLH	https://amzn.to/4xD2PLD	Jackery Solar Generator 500 New 512Wh ソーラーパネル セット 100W リン酸鉄 コンパクト 軽量 UPS機能 純正弦波	Jackery		94600	short_url,both_forms	Jackery (ジャクリ) ポータブル電源 500 New 100W ソーラーパネル 1枚 2点セット 512Wh リン酸鉄 長寿命 定格出力500W 瞬間最大1000W コンパクト 1.3時間でフル充電 車中泊 家庭用 蓄電池 停電対策 台風対策 節電 防災 ジャクリ	94600	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-23T03:59:00Z	campkit-20260921-75	75: auto=unverifiable を覆す。名指し「512Wh ソーラーパネル セット 100W」に対し変種 4 件（512Wh 単体・+100W Air・+40 Air）のうち ［512Wh+100W］へ着地＝段階1 ok。楽天実SKU 60-050010-JP00052/500New+100W とも一致し構成（2点セット）も合う。dp メーカー型番 JSG-0510B。販売元 Jackery Japan→official
karrimor-backpack	1	karrimor-eclipse27	1	amazonUrl	B0D6GJLJFS	https://amzn.to/4b5oL8f	karrimor カリマー イクリプス27 eclipse 27 バックパック 27L	karrimor		17600	short_url,both_forms	eclipse 27	11120	in_stock(cart) .availabilityMoreDetailsIcon	ok	-37%	amazon	2026-09-23T07:17:11Z	campkit-20260921-78	78 §A: dp メーカー型番 501210 が楽天 maker_model 501210 と完全一致(条件1)。容量27L・ブランド Karrimor 一致。カード name は色を名指ししていない(flags=color_unspecified)ため着地変種ブラックで可。販売元 Amazon.co.jp。価格は Amazon 側が -37% 安いがカード price は楽天 current_price と同値
karrimor-backpack	2	karrimor-tribute40	1	amazonUrl	B0DM5H6TNR	https://amzn.to/4uLL49Z	karrimor カリマー トリビュート40 tribute 40 バックパック 40L	karrimor		26400	short_url,both_forms	tribute 40 ビジネス トラベル	20849	in_stock(cart) .availabilityMoreDetailsIcon	ok	-21%	marketplace	2026-09-23T07:17:15Z	campkit-20260921-78	78 §A: dp メーカー型番 501233 が楽天 maker_model 501233 と完全一致(条件1)。容量40L 一致。カード name は色を名指ししていないため着地変種ブラックで可。販売元 カレパン オンライン [適格請求書発行事業者] は詳細表記ありのため marketplace
karrimor-backpack	3	karrimor-vt-daypack	1	amazonUrl	B0D6GF4K7K	https://amzn.to/4b4kG4a	karrimor カリマー VTデイパック F VT daypack F リュック 20L	karrimor		11000	short_url,both_forms	VT day pack F	8900	in_stock(cart) .availabilityMoreDetailsIcon	ok	-19%	marketplace	2026-09-23T07:17:20Z	campkit-20260921-78	78 §A: dp メーカー型番 501220 が楽天 maker_model 501220 と完全一致(条件1)。寸法30W×42H×21D cm=20L 相当・470g。カード name は色を名指ししていないため着地変種ブラックで可。販売元 Victoria L-Breath は CLAUDE.md の前例どおり marketplace
karrimor-backpack	4	karrimor-tatra20	1	amazonUrl	B004BNN83I	https://amzn.to/3SoqPSr	karrimor カリマー タトラ20 TATRA20 デイパック 20L	karrimor	TATRA20	14850	short_url,both_forms	[カリマー] デイパック tatra20	14850	in_stock(cart) .availabilityMoreDetailsIcon	ok	0%	marketplace	2026-09-23T07:17:23Z	campkit-20260921-78	78 §A: dp title 「[カリマー] デイパック tatra20」がカード TATRA20 と一致・ブランド Karrimor・価格 14850 がカード price と完全一致(gap 0%)。変種は 1 件(Black/Black)のみでカード name は色を名指ししていない。販売元 地球の歩き方オンラインショップ は旅行用品小売で詳細表記あり→marketplace。auto ok を人手で追認
kids-sleeping-bag	1	kids-sb-rank-1	1	none			【Bears Rock】-6度 子ども用 小さめ 子ぐま寝袋 封筒型 ふんわり暖かい 3.5シーズン 洗える 寝袋 ふわ暖 キャンプ 防災 アウトドア 洗える寝袋 緊急用 夏用 防災用 軽量 -6℃ コンパクト 冬用 布団 防災グッズ 車中泊 ボーイスカウト 林間学校 野外活動 シュラフ MX-604J	-6度	MX-604J	4580	-									
kids-sleeping-bag	2	kids-sb-rank-2	1	amazonAsin	B0GHG3CKWR	https://www.amazon.co.jp/dp/B0GHG3CKWR	【ロゴス公式】収納楽らく！丸洗いキッズスランバー・10 LOGOS ロゴス 寝袋 キッズ 子供 洗える シュラフ 封筒型 収納袋付き 連結 片付け 簡単 軽量 コンパクト キャンプ 用品 人気 おすすめ	収納楽らく！丸洗いキッズスランバー・10		4900	shared_asin	ロゴス（LOGOS） 収納楽らく！丸洗いキッズスランバー・10 72602002 キャンプ アウトドア コンパクト 防災 車中泊 子供	4009	in_stock(cart) 在庫あり。 在庫状況 について	ok	-18%	amazon	2026-09-23T03:17:22Z	campkit-20260921-74	74: 【frozen=1】mdx は一切変更していない（台帳のみ）。正=logos-sleeping-bag#2#logos-kids-slumber（同一ASIN・shared_asin）。dp は1回だけ取得し（本行は --cached で再判定・Amazon GET 0 回）両行を独立に判定。段階2（偽の unverifiable）。カード name は楽天商品名をほぼそのまま写した「収納楽らく！丸洗いキッズスランバー・10」で、dp タイトル「ロゴス（LOGOS） 収納楽らく！丸洗いキッズスランバー・10 72602002」の型番 72602002 が楽天 maker_model と完全一致（正の行と同じ結論）。変種一覧なしの単一商品ページ。price_gap -18% は既存 price_unconfirmed 行（blocked/C）の管轄
kids-sleeping-bag	3	kids-sb-rank-3	1	none			GHCアウトドア 寝袋 封筒型 オールシーズン 中綿2100g オリーブ	GHCアウトドア		2500	-									
kids-sleeping-bag	4	kids-sb-rank-4	1	none			寝袋 2人用 封筒型 冬用 洗える コンパクト アウトドア 寝具 ダブルサイズ 子供 添い寝 ねぶくろ かわいい 3kg キャンプ用品 車中泊 グッズ 防寒 おうちキャンプ 収納 防災グッズ 臨時 布団 新生活 ベランピング ad083	寝袋	AD083	4380	-									
kids-sleeping-bag	5	kids-sb-rank-5	1	none			寝袋 インナーシュラフ 軽量 夏 薄手 インナーシーツ 封筒型 丸洗い可能 コンパクト 収納 シーツ 洗える 防災 緊急時 ボックスシーツ 防災 トラベルシーツ 緊急時 防災グッズ キャンプ用品 車中泊 山小屋泊 収納袋付き 送料無料	寝袋		1298	-									
lantern-stand	1	yamazaki-tower	0	amazonAsin	B0C9G1W2K6	https://www.amazon.co.jp/dp/B0C9G1W2K6	山崎実業 tower ランタンスタンド 伸縮 高さ調節 ランタンハンガー LEDランタン 北欧 おしゃれ モノトーン	山崎実業		4950	OK	山崎実業(Yamazaki) 高さ伸縮 ランタンスタンド ブラック 約W26×D30×H80~152cm タワー tower ガーデンライトスタンド 高さ調節可能 4515	4950	in_stock(cart) 残り8点 ご注文はお早めに 在庫状況 について	ok	0%	unknown	2026-09-23T02:59:02Z	campkit-20260921-74	74: 段階2。カード name の「高さ調節」は§B-5③の製品名の一部で、色は名指ししていない（「モノトーン」は白黒両方を指す語）。色×スタイルの2変種（ホワイト／ブラック）のうち着地はブラックで、楽天実SKU は ホワイト（maker_model 4514）＝dp 仕様欄 4515 と品番が分かれるが差は色のみ・構成は同一のため§0-3 追補により ok。段階1では名指しが無いのでより良く当たる変種も無い。価格0%。seller=くらしのもり は dp ブランド Yamazaki(山崎実業) と一致せず①不成立→unknown 据え置き
lantern-stand	2	vastland-stand	0	amazonAsin	B07PD2CGMH	https://www.amazon.co.jp/dp/B07PD2CGMH	VASTLAND ランタンスタンド ランタンハンガー 高さ75cm〜215cm アルミ製 収納バッグ付き	VASTLAND		3780	OK	VASTLAND(ヴァストランド) ランタンスタンド ハンガー ポール 高さ75cm-230cm アルミ製 ペグ付き	3780	in_stock(cart) 在庫あり。	ok	0%	official	2026-09-22T20:18:03Z	campkit-20260921-67	67: dp「VASTLAND(ヴァストランド) ランタンスタンド ハンガー ポール 高さ75cm-230cm アルミ製 ペグ付き」メーカー型番 VL0045・変種一覧 1 件 [シルバー] のみで単一仕様。カード name は色を名指しせず、名指しした「高さ75cm〜215cm／アルミ製／収納バッグ付き」は bullets の「使用サイズ(約)75~215cm／本体 アルミ／セット内容 …収納バッグ」と一致（gap 0%）。型番トークン無しで auto は unverifiable だった。販売元 VASTLAND DIRECT STORE は dp ブランド VASTLAND ＋ DIRECT STORE で 65 §0-1 ① に当たり official（機械分類の official を人手で追認）。
lantern-stand	3	futurefox-stand	0	amazonAsin	B0CP8VLCGX	https://www.amazon.co.jp/dp/B0CP8VLCGX	FUTURE FOX ランタンスタンド ランタンハンガー ランタンポール 南信州発アウトドアブランド	FUTURE		7980	OK	FUTUREFOX ランタンスタンド ランタンハンガー 打ち込み式 鉄製 360°回転 高さ長さ角度調整可能	7980	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-23T02:59:06Z	campkit-20260921-74	74: 段階2（偽の unverifiable）。変種一覧なしの単一商品ページ。dp 仕様欄 lantern-stand が楽天実SKU lantern-stand と完全一致し、dp タイトル「FUTUREFOX ランタンスタンド ランタンハンガー 打ち込み式 鉄製 360°回転」がカード name と一致、価格0%。seller=FUTURE FOX は dp ブランド（byline: FUTURE FOX）と完全一致→①成立
lantern-stand	4	multitool-stand	0	none			ランタンスタンド ランタンハンガー付き マルチツールスタンド テーブル ペグ キャンプ アウトドア	ランタンスタンド		2480	-									
lantern-stand	5	tabletop-2way	0	none			ランタンスタンド 卓上 ペグ付き 折りたたみ 2WAY ランタンハンガー 4段階高さ調節 クランプ式/打ち込み式 収納ケース付き	ランタンスタンド	2WAY	2250	-									
large-tarp-recommend	1	tansu-tarp-3x6	0	amazonAsin	B071GY95MQ	https://www.amazon.co.jp/dp/B071GY95MQ	タンスのゲン 特大3×6m ワンタッチタープテント サイドシート付 大型 収納ケース付 アウトドア イベント 運動会 日よけ・日除け	タンスのゲン		25999	shared_asin	タンスのゲン ワンタッチタープテント 3m×6m ワンタッチテント テント キャンプ アウトドア 運動会 体育祭 耐水 UVカット 日よけ 19000020	25999	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-22T17:20:29Z	campkit-20260921-64	64: ★カード name「サイドシート付」と着地変種 ["1. テント単品(ネイビー)"] が食い違うが、楽天の実リンク先 tansu/1900002000 を実取得したところ カード price ¥25,999 に一致する SKU は 1900002030a／1900002031a／1900002032a＝いずれも ["<色>","本体のみ","無し"] で、サイドシート付きの最安 SKU は ¥28,999 だった（ページの lowPrice も 25,999＝本体のみ）。つまり実リンク先の実体はサイドシート無しの本体単品であり、35 (e) により既設置 ASIN（テント単品）は構成として正しい。カード name は色を名指ししていないので 51 の基準により色のズレも問題にならず ok。誤りはカードの name／description と本文の「サイドシート付」表記の側で、product_swap として別行に起票した（64 §B）。gap 0%。seller タンスのゲン株式会社→official
large-tarp-recommend	2	fielddoor-onetouch-3x3	0	amazonAsin	B07LF5WWPS	https://www.amazon.co.jp/dp/B07LF5WWPS	FIELDOOR ワンタッチタープテント 3m×3m 頑丈スチールフレーム UVカット 撥水 日よけ 1年保証	FIELDOOR		8800	shared_asin	FIELDOOR ワンタッチタープテント 【4点ロック/スチール】 組立て簡単 高耐水加工 遮光 遮熱 高性能コーティング(※ホワイトを除く) UVカットコーティング アウトドア キャンプ BBQ	12400	in_stock(cart) 在庫あり。 在庫状況 について	ok	+41%	official	2026-09-22T15:21:49Z	campkit-20260921-87	62: 失効/別サイズ ASIN からの差し替え先。B07LF5WWPS=[ブラック(通常),3.0m×3.0m]・landingAsin=currentAsin で すり替えなし・在庫あり・販売元 グッズアベニュー（FIELDOOR 運営会社）→official・¥12,400（gap +41%）。選定根拠（通常ライン/色任意/最安かつ在庫あり）は shared_asin の正の行 day-camp-tarp-cheap#1#tarp-rank-1 の note を参照。カード name に型番トークンが無いため auto は unverifiable だった｜2026-09-24 campkit-20260921-87（キュー#56 棚卸し）: 経路①不成立（店舗名は自称を除いた土台が「グッズアベニュー」で、dp ブランド欄「FIELDOOR(フィールドア)」の英字表記 FIELDOOR を含まない）／経路②成立（販売元ページ AAG8EY84152FO の特商法欄「販売業者: グッズアベニュー（株式会社コンポジット）」と、同 dp の商品情報欄「メーカー名: コンポジット」が文字列「コンポジット」で一致。dp 内に1行のみ）。seller_type を official 維持 とした。根拠はページ内の 店舗名／特商法欄／ブランド欄／メーカー欄 の値のみ。
large-tarp-recommend	3	coleman-13x13-shelter	0	amazonAsin	B0D6C3W7C6	https://www.amazon.co.jp/dp/B0D6C3W7C6	Coleman コールマン 13x13 シェルター キャノピー 大型 日除け テント ガゼボ	Coleman		27800	OK	Coleman(コールマン) インスタントキャノピー サンシェルター ポータブルシェードテント 13x13フィート 3分で設置 通気孔付き屋根 キャンプ場、裏庭、テールゲート、ビーチフェスティバルなどに最適です。	103079	in_stock(cart) 通常3～4日以内に発送します。 在庫状況 について	ok	+271%	marketplace	2026-09-22T20:18:07Z	campkit-20260921-67	67: dp「Coleman(コールマン) インスタントキャノピー サンシェルター ポータブルシェードテント 13x13フィート」メーカー型番 2208029・変種一覧 1 件で、カード name「Coleman コールマン 13x13 シェルター キャノピー」と商品同一（カードは色・サイズを名指ししていない）。★gap +271%（Amazon ¥103,079 対 カード ¥27,800）で、楽天実リンク先の現在価格は ¥27,980（35 走査値）。販売元 PROLABO＝販売業者 RK Ink. で dp ブランド Coleman(コールマン) と同名でも運営会社とも読めないため marketplace（39 の reseller は「店名が商材と無関係」かつ「詳細欄が空」の両方が要るが特商法欄が埋まっているので reseller にはしない）。価格の実態はキュー#19／#42 の回で扱う。
large-tarp-recommend	4	fielddoor-hexa-l	0	none			FIELDOOR ヘキサタープ 大型 Lサイズ 530cm×570cm UVカット 高耐水 6〜8人用 ヘキサゴンタープ	FIELDOOR		5940	-									
large-tarp-recommend	5	moderndeco-onetouch-3m	0	amazonAsin	B088R3B8YF	https://www.amazon.co.jp/dp/B088R3B8YF	モダンデコ ワンタッチタープテント 3m ベーシック テラコッタ テント本体のみ 遮熱 遮光 UV99.9%カット 防水 軽量 アウトドア	モダンデコ		10499	OK	モダンデコ タープテント 3m×3m ワンタッチ テント uvカット加工 (3m, サンドベージュ／シルバーコーティング)	11999	in_stock(cart) 在庫あり。 在庫状況 について	model_mismatch	+14%	official	2026-09-22T20:18:11Z	campkit-20260921-67	67: ★誤り。カード name は「モダンデコ ワンタッチタープテント 3m ベーシック テラコッタ」と色を名指しし、楽天実リンク先の選択SKU も r-sku00000031/ベーシック/テラコッタ/テント本体のみ ¥10,499＝カード price（35 走査値）だが、既設置 B088R3B8YF の着地変種は [サンドベージュ／シルバーコーティング, 3m]（dp カラー欄・サイズ欄とも同値）で色軸が食い違う。サイズ 3m は一致。dp の変種一覧 24 件に [テラコッタ／シルバーコーティング, 3m]=B0C65FSK3F があり、これが差し替え候補（⚠️ 未検証＝dp 未取得）。gap +14%。販売元 Modern deco＝販売業者 モダンデコ株式会社で dp ブランド モダンデコ の運営会社と読めるため 65 §0-1 ② で official。
large-tent-guide	1	tent-endlessbase	0	amazonAsin	B09QPN954P	https://www.amazon.co.jp/dp/B09QPN954P	タンスのゲン ENDLESS BASE 特大 ワンタッチタープテント 3×6m オリーブ 本体のみ 大型 大人数 6人用 UVカット 耐水 収納バッグ付き	タンスのゲン		24999	OK	タンスのゲン ワンタッチタープテント 3m×6m ワンタッチテント テント キャンプ アウトドア 運動会 体育祭 耐水 UVカット 日よけ 19000020	25999	in_stock(cart) 在庫あり。 在庫状況 について	ok	+4%	official	2026-09-23T16:56:04Z	campkit-20260921-88	88 チャンク1: 差し替え B0GY4HN5MD(別商品・出品ゼロ)→B09QPN954P。dp は親 B071GY95MQ の変種一覧 9 件のうち ["1. テント単品(オリーブ)"]＝カード name の オリーブ・本体のみ と一致。ブランド欄/メーカー名 タンスのゲン・サイズ 幅580×奥行290×高さ330cm(＝3×6m)・重量32kg・付属品 テント本体+ロープ6+ペグ12+収納ケース(本体のみ構成)・¥25,999・在庫あり(cart)。gap +4%。seller: 買い物かごの販売元 タンスのゲン＝dp ブランド タンスのゲン。64 が同一ストアの特商法 販売業者「タンスのゲン株式会社」を確認済み(group-camp-tent#1)で経路②(包含)が成立するため official
large-tent-guide	2	tent-tansu	0	amazonAsin	B0BZNXWVBG	https://www.amazon.co.jp/dp/B0BZNXWVBG	タンスのゲン ワンタッチタープテント 2m×2m オリーブ 本体のみ UV 耐水 ベンチレーション 収納バッグ付 日よけ 運動会	タンスのゲン		8999	OK	ENDLESS BASE テント タープ【組み立てらくらく！】ワンタッチ 2m×2m サイドシート 0/1/2枚付き アウトドア 耐水加工 UVカット 3段階調節 タープテント 専用収納ケース付 19000026 19000021 19000050	8999	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-23T17:13:01Z	campkit-20260921-88	88 チャンク1: 差し替え B0DGQ6XWTL(HTTP404)→B0BZNXWVBG。/s「タンスのゲン タープテント 2m×2m」48件の1位 B0BZNZT5DW(¥8,999)の dp から変種一覧 8 件(構成3×色3系)を読み、["1) タープテント単品","オリーブ"]＝B0BZNXWVBG を特定して dp を実照合。ブランド欄/メーカー名 タンスのゲン・メーカー型番 81177・サイズ 幅200×奥行200×高さ226cm(＝2m×2m)・重量10.5kg・付属品 ロープ4+ペグ8+収納ケース(単品構成)・¥8,999＝カード price(gap 0%)・在庫あり(cart)。カード name の 2m×2m/オリーブ/本体のみ と全て一致。seller: 販売元 タンスのゲン＝dp ブランド。64 が同一ストアの特商法 販売業者「タンスのゲン株式会社」を確認済みで経路②成立→official
large-tent-guide	3	tent-fieldoor-dome	0	amazonAsin	B09JG64BF7	https://www.amazon.co.jp/dp/B09JG64BF7	【楽天1位】テント 4人用 ドームテント 大型 5人用 6人用 キャンプテント UVカット キャノピー ポール 付 耐水圧 1,500mm以上 キャノピーテント フルクローズテント テント メッシュ 日よけ 組み立て式 FIELDOOR 1年保証 ■[送料無料]	テント		17600	OK	FIELDOOR ワンタッチテント300 大型 4～6人用 ドームテント キャンプテント 紐を引くだけの簡単設営 UVカット 耐水 シルバーコーティング キャノピー 簡単	20900	in_stock(cart) 残り13点 ご注文はお早めに 在庫状況 について; redirected_to=B081RKMZM4	different_product	+19%	official	2026-09-22T20:18:20Z	campkit-20260921-87	67: ★誤り。楽天実リンク先は FIELDOOR フィールドキャンプドーム300（35 走査値の maker_model・選択SKU a18135/ライトベージュ/テント本体のみ ¥17,600＝カード price）で、カード name も「組み立て式」と書く。一方 dp は FIELDOOR ワンタッチテント300「紐を引くだけの簡単設営」で同一ブランドの別モデル。既設置 B09JG64BF7 は変種一覧 3 件に含まれず landingAsin≠currentAsin で B081RKMZM4（ワンタッチテント300 / ダークブラウン）へ黙って着地する（redirected_to で機械検知）。色違いではなくモデル違いなので 41 の model_mismatch ではなく different_product。差し替え候補は未特定（フィールドキャンプドーム300 の ASIN を差し替え回で再探索すること）。gap +19%。販売元 グッズアベニュー（株式会社コンポジット）は 59/61/62/63/64/65 で official 確定済みのため再利用。｜2026-09-24 campkit-20260921-87（キュー#56 棚卸し）: 経路①不成立（店舗名は自称を除いた土台が「グッズアベニュー」で、dp ブランド欄「FIELDOOR(フィールドア)」の英字表記 FIELDOOR を含まない）／経路②成立（販売元ページ AAG8EY84152FO の特商法欄「販売業者: グッズアベニュー（株式会社コンポジット）」と、同 dp の商品情報欄「メーカー名: コンポジット」が文字列「コンポジット」で一致。dp 内に1行のみ）。seller_type を official 維持 とした。根拠はページ内の 店舗名／特商法欄／ブランド欄／メーカー欄 の値のみ。
large-tent-guide	4	tent-fieldoor-hexa	0	amazonAsin	B07LF5MH9R	https://www.amazon.co.jp/dp/B07LF5MH9R	FIELDOOR ヘキサタープ Lサイズ 530x570cm T/C ポリコットン カーキ タープ本体のみ/ポールなし 6〜8人用 大型 収納バッグ付き 撥水 防カビ	FIELDOOR	530X570CM	19800	OK	FIELDOOR ヘキサ タープ T/C ポリコットン 収納 キャリーバッグ＋ロープ＋ペグ＋アルミ自在金具付 6～8人用	21000	in_stock(cart) 在庫あり。 在庫状況 について	ok	+6%	official	2026-09-22T20:18:24Z	campkit-20260921-87	67: dp「FIELDOOR ヘキサ タープ T/C ポリコットン … 6～8人用」変種一覧 4 件のうち [Lサイズ(530cm×570cm) / カーキ(TC)]（ポールなし）に着地＝カード name「ヘキサタープ Lサイズ 530x570cm T/C ポリコットン カーキ タープ本体のみ/ポールなし」の名指しと、楽天実リンク先の選択SKU a14023/カーキ/タープ本体のみ/ポールなし（35 走査値）の両方に一致。アルミポール×2本セットの 2 変種とは別 ASIN。gap +6%。型番トークン無しで auto は unverifiable だった。販売元 グッズアベニュー は 59〜65 で official 確定済みのため再利用。｜2026-09-24 campkit-20260921-87（キュー#56 棚卸し）: 経路①不成立（店舗名は自称を除いた土台が「グッズアベニュー」で、dp ブランド欄「FIELDOOR(フィールドア)」の英字表記 FIELDOOR を含まない）／経路②成立（販売元ページ AAG8EY84152FO の特商法欄「販売業者: グッズアベニュー（株式会社コンポジット）」と、同 dp の商品情報欄「メーカー名: コンポジット」が文字列「コンポジット」で一致。dp 内に1行のみ）。seller_type を official 維持 とした。根拠はページ内の 店舗名／特商法欄／ブランド欄／メーカー欄 の値のみ。
large-tent-guide	5	tent-pykespeak	0	amazonAsin	B09C1W43RL	https://www.amazon.co.jp/dp/B09C1W43RL	PYKES PEAK パイクスピーク 大型テント 6人用 ドーム型 P0029PARTYDOME-OLIVE オリーブ キャノピーテント UVカット UPF50+ 耐水圧2000mm 軽量	PYKES	P0029PARTYDOME-OLIVE	21582	shared_asin	PYKES PEAK (パイクスピーク) テント ドームテント ドーム型 4人用 5人用 6人用 3m×3m 【キャノピーポール付き/UVカット率99%】 PARTY DOME 大型 ファミリー キャンプ 耐水圧2000mm	20980	in_stock(cart) 在庫あり。	ok	-3%	official	2026-09-22T21:19:49Z	campkit-20260921-68	68: ★67 で #1〜#3 が 3 枚とも誤りだった記事の、唯一残った ok 行の再確認（再取得して追認した）。dp「PYKES PEAK (パイクスピーク) テント ドームテント ドーム型 4人用 5人用 6人用 3m×3m 【キャノピーポール付き/UVカット率99%】 PARTY DOME 大型 … 耐水圧2000mm」ブランド欄 PYKES PEAK・サイズ欄 6人・変種一覧 1 件 [オリーブ] に着地＝カード name「PYKES PEAK パイクスピーク 大型テント 6人用 ドーム型 P0029PARTYDOME-OLIVE オリーブ キャノピーテント UVカット UPF50+ 耐水圧2000mm」の色・人数・耐水圧の名指しと一致。楽天実リンク先の選択SKU も 7027/オリーブ（maker_model P0029PARTYDOME-OLIVE・35 走査値）。gap -3%。shared_asin: group-camp-tent#4#tent-rank-4 が同一 ASIN で 64 に ok 判定済み。今回の再取得でも同じ結論のため両行とも ok で揃い、group-camp-tent#4 は変更していない。販売元 パイクスピーク ダイレクト＝Fun Standard株式会社で 37／64／66 で official 確定済みのため再利用（64 の保存ページ・Amazon 再取得 0 回）。
lightweight-mountain-tent	1	ul-tent-rank-1	0	amazonAsin	B0CDWXN38R	https://www.amazon.co.jp/dp/B0CDWXN38R	OneTigris Hillridge 軽量テント 登山用テント 2人用 通気性 防水防風 簡単設営 前室あり 結露対策 アップグレード版 3シーズン ULテント 自転車 バイク旅行 ハイキング キャンプ用	OneTigris		19500	shared_asin	OneTigris Hillridge 軽量テント 登山用テント 2人用 良い通気性 撥水加工 耐水圧3000mm 簡単設営 前室あり 結露対策 アップグレード版 ３シーズン 自転車/バイク旅行/ハイキング/キャンプ用	21450	in_stock(cart) 残り1点 ご注文はお早めに 在庫状況 について	ok	+10%	official	2026-09-22T20:18:28Z	campkit-20260921-67	67: dp「OneTigris Hillridge 軽量テント 登山用テント 2人用 … アップグレード版 ３シーズン」メーカー型番 CE-SWT02-DG・変種一覧 1 件 [グレー] のみ。カード name は色を名指しせず、2人用／前室あり／アップグレード版／3シーズンはいずれも dp と一致（gap +10%）。楽天リンクは 404（35 走査値 flags=404・26 起票の discontinued_404 が pending）で Amazon 側が唯一の生きた導線。販売元 OneTigris Gear＝販売業者 OneTigris で dp ブランド ONETIGRIS の運営会社と読め、37/39 でも official 確定済みのため official。shared_asin: mountain-tent-cheap#4 が同一 ASIN で、本行が正の行。
lightweight-mountain-tent	2	ul-tent-rank-2	0	amazonAsin	B0F3NT2PZY	https://www.amazon.co.jp/dp/B0F3NT2PZY	3f ul gear Lanshan1 r3f-lanshan1s タン 超軽量760g ソロ用テント ULテント 登山テント 15Dナイロン 片面シリコンコーティング 耐水圧5000mm 1人用	3f	LANSHAN1 R3F-LANSHAN1S	3680	OK	3f ul gear Lanshan1 超軽量760g ソロ用 ULテントTipi tent 登山 15Dナイロン 片面シリコンコーティング 耐水圧5000mm 1人 超軽量	3980	in_stock(cart) 残り9点 ご注文はお早めに 在庫状況 について	different_product	+8%	official	2026-09-22T20:18:32Z	campkit-20260921-67	67: ★誤り。★autoVerdict は ok を返したが人手で覆した。カードと楽天実リンク先は 3f ul gear Lanshan1 のテント本体 タン（選択SKU lanshan1-t/タン ¥20,800・35 走査値）だが、既設置 B0F3NT2PZY の着地変種は [専用グランドシート]（dp カラー欄も「専用グランドシート」）で、テント本体ではなく付属品。48 の前例（本体のカードにグランドシートの ASIN＝different_product）と同型。dp の変種一覧 3 件に [タン]=B0D99ZLHYZ があり、これが差し替え候補（⚠️ 未検証＝dp 未取得）。カード price ¥3,680 は既知の price_mismatch（26 起票の price_unconfirmed が pending）で、テント本体としては楽天の ¥20,800 が実価格。販売元 LinkG＝販売業者 DOGBOO SHOP で dp ブランド DOGBOO の運営会社と読めるため 65 §0-1 ② で official とした（report の QUESTION-2 で確認）。
lightweight-mountain-tent	3	ul-tent-rank-3	0	amazonAsin	B0FRS7LTMC	https://www.amazon.co.jp/dp/B0FRS7LTMC	Teci 超軽量500g ソロ用テント 本体オリーブ rteci500gs ULテント 登山テント 山岳テント 15Dナイロン 片面シリコンコーティング 耐水圧3000mm 1人用	Teci	RTECI500GS	6980	OK	Teci 超軽量500g ソロ用テント 15Dナイロン 片面シリコンコーティング 耐水圧3000mm 1人 超軽量テント ｲﾝﾅｰﾃﾝﾄ	10800	in_stock(cart) 残り7点 ご注文はお早めに 在庫状況 について	ok	+55%	official	2026-09-22T20:18:35Z	campkit-20260921-67	67: dp「Teci 超軽量500g ソロ用テント 15Dナイロン … 耐水圧3000mm 1人」変種一覧 4 件のうち [テント本体オリーブ] に着地＝カード name の「本体オリーブ」および楽天実リンク先の選択SKU rteci500gs-olive/本体オリーブ（35 走査値）と一致。インナーテント単体の 2 変種・テント本体グレーとは別 ASIN。dp 価格 ¥10,800 は楽天の現在価格 ¥10,800 と同額で、gap +55% はカード price ¥6,980 が古いことによる（26 起票の price_unconfirmed が pending・本行の指摘ではない）。販売元 LinkG＝販売業者 DOGBOO SHOP で dp ブランド DOGBOO の運営会社と読めるため official（QUESTION-2）。
lightweight-mountain-tent	4	ul-tent-rank-4	0	amazonAsin	B001P7CWZI	https://www.amazon.co.jp/dp/B001P7CWZI	★【山岳軽量テント】アライテント RIPENライペン1人用テント エアライズ1 山岳テント 軽量 グリーン テント泊登山	★		50600	OK	ARAI TENT アライテント エアライズ1 (AIR RAIZ1) フォレストグリーン 1人用 0300101	53900	in_stock(cart) 残り1点 ご注文はお早めに 在庫状況 について	ok	+7%	marketplace	2026-09-22T20:18:39Z	campkit-20260921-67	67: dp「ARAI TENT アライテント エアライズ1 (AIR RAIZ1) フォレストグリーン 1人用 0300101」メーカー型番 0300101・変種軸なしの単一商品ページ。カード name「アライテント RIPENライペン1人用テント エアライズ1 山岳テント 軽量 グリーン」の名指し（エアライズ1／1人用／グリーン）と一致し、楽天実リンク先も brand アライテント・¥50,600＝カード price（35 走査値）。色軸が存在しないので「フォレストグリーン」という表記差は変種違いではない（gap +7%）。販売元 ニッチ・エクスプレス＝販売業者 ニッチライジング, LLC で dp ブランド ARAI TENT と同名でも運営会社とも読めないため marketplace。
